employee_id,total_tasks_assigned,tasks_completed,deadlines_met,avg_efficiency,avg_satisfaction,avg_hours_estimated,avg_hours_actual,high_priority_tasks,department,role,years_experience,completion_rate,deadline_adherence_rate,time_efficiency_ratio,performance_score,performance_tier
EMP0022,1,1,0,64.6,2.0,38.0,34.7,0,Support,Customer Success,8.3,100.0,0.0,1.095,53.92,Needs Improvement
EMP0023,17,15,4,76.56666666666666,2.6666666666666665,19.647058823529413,22.053333333333335,3,Finance,Accountant,5.7,88.24,26.67,0.891,62.2,Average Performer
EMP0024,12,9,2,73.85555555555555,3.5555555555555554,18.666666666666668,20.566666666666666,2,Marketing,Content Writer,11.5,75.0,22.22,0.908,58.35,Needs Improvement
EMP0025,10,7,1,80.52857142857142,3.4285714285714284,19.1,30.04285714285714,4,Support,Support Agent,12.0,70.0,14.29,0.636,55.18,Needs Improvement
EMP0026,11,10,4,74.08000000000001,2.9,20.90909090909091,26.389999999999997,7,Engineering,Senior Dev,6.0,90.91,40.0,0.792,67.33,Average Performer
EMP0027,7,7,3,78.7,2.5714285714285716,14.714285714285714,16.114285714285717,1,HR,Recruiter,13.0,100.0,42.86,0.913,71.31,Average Performer
EMP0028,12,10,6,78.16,2.8,25.583333333333332,37.49,4,Support,Customer Success,11.4,83.33,60.0,0.682,71.2,Average Performer
EMP0029,17,11,5,82.36363636363637,2.272727272727273,16.941176470588236,25.2,5,HR,HR Manager,2.8,64.71,45.45,0.672,59.57,Needs Improvement
EMP0030,12,11,7,79.32727272727271,2.272727272727273,18.25,24.145454545454548,3,Finance,Analyst,7.9,91.67,63.64,0.756,73.86,Average Performer
EMP0031,12,12,7,81.36666666666667,2.75,24.166666666666668,31.3,3,Support,Customer Success,9.3,100.0,58.33,0.772,77.02,Average Performer
EMP0032,5,5,1,79.25999999999999,2.6,20.6,23.76,1,Sales,Sales Lead,14.3,100.0,20.0,0.867,64.65,Average Performer
EMP0033,8,7,3,82.37142857142858,3.4285714285714284,19.625,12.614285714285716,1,Finance,Accountant,7.6,87.5,42.86,1.556,70.24,Average Performer
EMP0034,13,10,2,77.85999999999999,3.0,24.923076923076923,23.2,4,HR,HR Coordinator,1.3,76.92,20.0,1.074,57.49,Needs Improvement
EMP0035,9,7,2,76.42857142857143,3.142857142857143,19.11111111111111,25.728571428571428,3,Engineering,Tech Lead,7.5,77.78,28.57,0.743,60.51,Average Performer
EMP0036,6,5,3,82.41999999999999,3.8,19.333333333333332,29.419999999999998,2,Sales,Sales Rep,10.1,83.33,60.0,0.657,75.05,Average Performer
EMP0037,5,4,0,92.57499999999999,3.0,30.4,38.475,3,HR,Recruiter,13.2,80.0,0.0,0.79,55.52,Needs Improvement
EMP0038,10,9,3,77.45555555555556,2.6666666666666665,18.4,22.922222222222224,2,Finance,Finance Manager,10.5,90.0,33.33,0.803,64.99,Average Performer
EMP0039,15,11,5,78.00909090909092,2.4545454545454546,21.333333333333332,24.11818181818182,6,Support,Customer Success,5.9,73.33,45.45,0.885,62.27,Average Performer
EMP0040,9,7,3,75.41428571428571,3.142857142857143,26.333333333333332,44.04285714285714,3,Engineering,Junior Dev,3.8,77.78,42.86,0.598,64.59,Average Performer
EMP0041,9,8,6,79.48750000000001,3.0,20.11111111111111,24.375,2,Finance,Finance Manager,3.8,88.89,75.0,0.825,78.51,Average Performer
EMP0042,11,8,3,77.7125,3.25,20.09090909090909,26.300000000000004,7,Engineering,Tech Lead,9.7,72.73,37.5,0.764,62.0,Average Performer
EMP0043,8,7,1,84.78571428571429,3.0,13.0,13.928571428571429,1,Engineering,Senior Dev,1.5,87.5,14.29,0.933,60.87,Average Performer
EMP0044,15,12,2,80.18333333333334,3.25,22.666666666666668,29.7,3,Support,Support Lead,3.6,80.0,16.67,0.763,58.79,Needs Improvement
EMP0045,8,7,2,81.89999999999999,3.7142857142857144,16.0,22.071428571428573,3,Finance,Accountant,4.0,87.5,28.57,0.725,66.72,Average Performer
EMP0046,8,7,2,90.64285714285712,3.4285714285714284,21.375,27.52857142857143,3,Sales,Sales Rep,1.9,87.5,28.57,0.776,67.61,Average Performer
EMP0047,15,11,5,79.30000000000001,3.090909090909091,23.8,34.16363636363636,4,Marketing,SEO Specialist,7.3,73.33,45.45,0.697,64.43,Average Performer
EMP0048,9,7,2,75.21428571428571,3.5714285714285716,20.88888888888889,24.485714285714288,2,Engineering,Senior Dev,11.1,77.78,28.57,0.853,61.55,Average Performer
EMP0049,13,10,1,84.2,3.4,21.615384615384617,25.34,4,Sales,Sales Rep,8.3,76.92,10.0,0.853,56.96,Needs Improvement
EMP0050,8,8,5,92.2375,2.75,29.0,38.65,4,Sales,Account Manager,7.2,100.0,62.5,0.75,80.45,High Performer
EMP0051,15,12,3,81.72500000000001,3.0833333333333335,12.6,17.558333333333334,9,Finance,Analyst,1.2,80.0,25.0,0.718,61.1,Average Performer
EMP0052,10,7,3,72.8,2.5714285714285716,18.5,25.428571428571434,4,Engineering,Junior Dev,2.9,70.0,42.86,0.728,59.63,Needs Improvement
EMP0053,12,11,4,85.43636363636364,3.0,23.583333333333332,34.436363636363645,3,Sales,Account Manager,13.6,91.67,36.36,0.685,69.08,Average Performer
EMP0054,8,8,2,70.86250000000001,2.875,21.125,28.0375,0,Engineering,Senior Dev,4.3,100.0,25.0,0.753,65.3,Average Performer
EMP0055,21,19,8,80.36315789473684,3.0526315789473686,20.285714285714285,25.505263157894735,5,Marketing,Marketing Manager,14.4,90.48,42.11,0.795,69.53,Average Performer
EMP0056,9,8,3,84.025,3.25,16.88888888888889,17.275000000000002,2,Sales,Sales Rep,4.8,88.89,37.5,0.978,68.92,Average Performer
EMP0057,9,9,4,83.84444444444443,3.0,25.555555555555557,25.522222222222222,3,Support,Customer Success,1.4,100.0,44.44,1.001,74.1,Average Performer
EMP0058,12,11,6,73.4090909090909,2.5454545454545454,25.25,31.827272727272728,3,Engineering,Tech Lead,7.4,91.67,54.55,0.793,70.77,Average Performer
EMP0059,5,5,2,80.9,3.2,19.2,25.2,3,Engineering,Tech Lead,1.7,100.0,40.0,0.762,72.78,Average Performer
EMP0060,14,12,8,74.70833333333333,3.1666666666666665,23.5,25.45,2,Finance,Analyst,10.3,85.71,66.67,0.923,74.44,Average Performer
EMP0061,13,12,3,79.37500000000001,3.4166666666666665,23.0,24.691666666666666,3,Engineering,Tech Lead,4.1,92.31,25.0,0.931,65.93,Average Performer
EMP0062,10,8,4,79.175,3.125,18.1,17.0,4,Finance,Analyst,6.6,80.0,50.0,1.065,68.21,Average Performer
EMP0063,14,13,8,81.77692307692308,3.4615384615384617,21.857142857142858,29.06923076923077,1,Finance,Accountant,14.1,92.86,61.54,0.752,77.7,Average Performer
EMP0064,8,7,2,85.55714285714286,2.4285714285714284,28.625,28.942857142857143,1,Sales,Account Manager,6.2,87.5,28.57,0.989,63.59,Average Performer
EMP0065,10,6,4,83.2,3.3333333333333335,20.1,28.183333333333334,2,HR,HR Coordinator,0.6,60.0,66.67,0.713,67.64,Average Performer
EMP0066,11,8,2,77.6625,2.25,22.181818181818183,26.375,3,Engineering,Junior Dev,8.3,72.73,25.0,0.841,55.24,Needs Improvement
EMP0067,13,11,4,82.71818181818182,2.6363636363636362,17.0,24.1,4,Sales,Account Manager,13.3,84.62,36.36,0.705,64.98,Average Performer
EMP0068,10,10,7,83.1,3.5,20.5,23.01,1,HR,HR Coordinator,6.9,100.0,70.0,0.891,83.12,High Performer
EMP0069,8,7,2,80.74285714285715,3.0,16.875,15.48571428571429,3,Finance,Finance Manager,8.2,87.5,28.57,1.09,64.34,Average Performer
EMP0070,7,6,2,86.63333333333333,3.1666666666666665,21.428571428571427,23.183333333333334,1,Support,Support Agent,14.1,85.71,33.33,0.924,66.82,Average Performer
EMP0071,7,5,1,72.92,3.6,21.857142857142858,23.02,1,Engineering,Junior Dev,11.3,71.43,20.0,0.949,56.38,Needs Improvement
EMP0072,9,7,1,83.91428571428571,3.5714285714285716,23.77777777777778,24.8,4,HR,Recruiter,3.6,77.78,14.29,0.959,59.01,Needs Improvement
EMP0073,7,7,2,75.28571428571429,2.857142857142857,16.428571428571427,17.957142857142856,1,Support,Customer Success,12.9,100.0,28.57,0.915,67.2,Average Performer
EMP0074,15,14,5,78.5,2.357142857142857,21.466666666666665,29.414285714285718,6,HR,HR Coordinator,1.8,93.33,35.71,0.73,66.15,Average Performer
EMP0075,14,9,2,73.26666666666667,3.4444444444444446,20.0,18.533333333333335,5,Engineering,Junior Dev,5.3,64.29,22.22,1.079,54.15,Needs Improvement
EMP0076,12,12,5,89.85833333333333,2.9166666666666665,20.75,28.483333333333334,5,Sales,Sales Lead,6.9,100.0,41.67,0.728,74.22,Average Performer
EMP0077,12,9,4,74.95555555555556,3.0,20.0,17.311111111111114,3,Engineering,Junior Dev,1.6,75.0,44.44,1.155,63.57,Average Performer
EMP0078,13,13,4,76.00769230769231,2.4615384615384617,19.615384615384617,18.907692307692304,5,Engineering,Senior Dev,8.9,100.0,30.77,1.037,66.82,Average Performer
EMP0079,10,9,4,87.35555555555555,3.0,21.1,22.522222222222222,1,Sales,Sales Rep,5.0,90.0,44.44,0.937,71.3,Average Performer
EMP0080,12,10,3,86.31,3.4,15.916666666666666,20.36,2,Sales,Sales Lead,4.1,83.33,30.0,0.782,65.63,Average Performer
EMP0081,9,8,4,75.76249999999999,4.125,21.555555555555557,39.675,4,Finance,Accountant,14.6,88.89,50.0,0.543,73.64,Average Performer
EMP0082,14,14,6,87.43571428571428,2.7142857142857144,18.857142857142858,20.828571428571426,5,Sales,Sales Rep,13.3,100.0,42.86,0.905,73.49,Average Performer
EMP0083,7,7,4,81.88571428571429,3.5714285714285716,17.0,20.471428571428568,2,Support,Support Lead,11.8,100.0,57.14,0.83,79.23,Average Performer
EMP0084,12,11,3,79.82727272727271,3.727272727272727,21.25,26.563636363636363,2,HR,HR Coordinator,11.9,91.67,27.27,0.8,67.41,Average Performer
EMP0085,10,9,3,80.73333333333332,2.888888888888889,14.6,17.700000000000003,2,Engineering,Senior Dev,3.7,90.0,33.33,0.825,66.31,Average Performer
EMP0086,6,5,3,74.52000000000001,3.2,20.5,28.32,3,HR,HR Coordinator,3.7,83.33,60.0,0.724,71.67,Average Performer
EMP0087,11,11,4,78.93636363636365,3.1818181818181817,20.363636363636363,24.463636363636365,3,HR,HR Manager,13.0,100.0,36.36,0.832,71.24,Average Performer
EMP0088,5,4,2,66.5,4.0,20.6,27.45,1,Support,Customer Success,6.3,80.0,50.0,0.75,68.3,Average Performer
EMP0089,10,6,2,65.98333333333333,3.0,23.4,27.116666666666664,4,Engineering,Junior Dev,13.2,60.0,33.33,0.863,53.2,Needs Improvement
EMP0090,9,9,4,82.4111111111111,3.2222222222222223,21.333333333333332,24.122222222222224,3,Finance,Accountant,1.1,100.0,44.44,0.884,74.48,Average Performer
EMP0091,9,7,5,81.95714285714287,2.857142857142857,22.0,28.714285714285715,1,HR,Recruiter,11.9,77.78,71.43,0.766,73.61,Average Performer
EMP0092,14,12,3,76.60833333333333,2.6666666666666665,17.5,21.366666666666664,5,Finance,Analyst,6.1,85.71,25.0,0.819,60.82,Average Performer
EMP0093,10,9,4,84.55555555555554,3.0,31.9,43.088888888888896,3,HR,HR Coordinator,10.8,90.0,44.44,0.74,70.74,Average Performer
EMP0094,14,13,4,83.52307692307691,3.0,18.714285714285715,21.38461538461538,3,Finance,Finance Manager,10.9,92.86,30.77,0.875,67.44,Average Performer
EMP0095,7,6,2,82.35000000000001,2.8333333333333335,18.571428571428573,20.266666666666666,3,Marketing,Content Writer,14.3,85.71,33.33,0.916,64.97,Average Performer
EMP0096,15,14,5,79.0,3.642857142857143,25.133333333333333,26.7,5,HR,Recruiter,12.8,93.33,35.71,0.941,70.11,Average Performer
EMP0097,6,5,1,80.0,3.2,26.166666666666668,30.859999999999996,2,HR,Recruiter,6.4,83.33,20.0,0.848,60.77,Average Performer
EMP0098,17,15,2,85.17333333333335,3.2666666666666666,19.823529411764707,26.29333333333333,3,Finance,Analyst,3.3,88.24,13.33,0.754,61.72,Average Performer
EMP0099,12,10,5,84.46000000000001,2.7,20.75,28.21,4,Finance,Finance Manager,4.9,83.33,50.0,0.736,69.16,Average Performer
EMP0100,10,10,7,81.92999999999999,2.8,27.3,41.95,2,HR,HR Manager,3.5,100.0,70.0,0.651,80.79,High Performer
EMP0101,8,6,2,81.78333333333335,3.0,26.25,36.50000000000001,3,Support,Support Lead,7.2,75.0,33.33,0.719,61.61,Average Performer
EMP0102,11,11,3,80.16363636363636,2.727272727272727,17.90909090909091,24.536363636363635,2,Finance,Accountant,12.0,100.0,27.27,0.73,67.4,Average Performer
EMP0103,15,13,6,81.13076923076923,2.6923076923076925,16.733333333333334,17.984615384615385,5,HR,Recruiter,10.1,86.67,46.15,0.93,68.48,Average Performer
EMP0104,12,11,1,71.06363636363636,2.909090909090909,21.0,30.44545454545455,1,Engineering,Junior Dev,10.3,91.67,9.09,0.69,57.75,Needs Improvement
EMP0105,12,12,4,81.89999999999999,3.5,21.5,29.741666666666664,1,Sales,Sales Rep,1.2,100.0,33.33,0.723,71.88,Average Performer
EMP0106,12,11,3,74.85454545454546,2.727272727272727,23.75,28.44545454545454,4,Engineering,Senior Dev,6.5,91.67,27.27,0.835,63.42,Average Performer
EMP0107,11,11,4,83.62727272727274,2.727272727272727,18.818181818181817,20.781818181818178,3,Support,Customer Success,6.1,100.0,36.36,0.906,70.82,Average Performer
EMP0108,10,9,2,87.41111111111111,3.111111111111111,16.5,19.855555555555554,2,Sales,Sales Lead,10.5,90.0,22.22,0.831,64.98,Average Performer
EMP0109,10,10,4,87.07,3.3,18.7,24.45,2,Sales,Sales Rep,12.2,100.0,40.0,0.765,74.31,Average Performer
EMP0110,15,11,5,73.46363636363637,2.909090909090909,24.133333333333333,33.045454545454554,6,Engineering,Tech Lead,4.1,73.33,45.45,0.73,62.72,Average Performer
EMP0111,14,13,5,87.86923076923078,2.6153846153846154,25.785714285714285,25.96153846153846,5,Sales,Account Manager,10.2,92.86,38.46,0.993,69.46,Average Performer
EMP0112,14,11,5,79.77272727272728,2.5454545454545454,18.928571428571427,22.781818181818185,2,HR,HR Manager,9.4,78.57,45.45,0.831,64.73,Average Performer
EMP0113,8,6,2,79.16666666666667,3.6666666666666665,19.75,23.899999999999995,2,Finance,Accountant,13.5,75.0,33.33,0.826,63.08,Average Performer
EMP0114,12,11,2,78.75454545454546,3.3636363636363638,18.416666666666668,26.96363636363636,5,HR,HR Coordinator,12.7,91.67,18.18,0.683,63.38,Average Performer
EMP0115,9,9,3,72.83333333333333,3.2222222222222223,24.11111111111111,22.933333333333334,3,Marketing,Marketing Manager,4.0,100.0,33.33,1.051,69.23,Average Performer
EMP0116,10,10,2,78.1,2.7,16.5,22.43,4,Support,Support Lead,3.9,100.0,20.0,0.736,64.72,Average Performer
EMP0117,14,14,4,77.60000000000001,3.642857142857143,21.142857142857142,25.87142857142857,4,Finance,Analyst,2.5,100.0,28.57,0.817,70.02,Average Performer
EMP0118,12,11,2,83.57272727272728,3.090909090909091,20.0,30.045454545454547,4,Support,Support Agent,10.7,91.67,18.18,0.666,63.53,Average Performer
EMP0119,8,8,2,83.4,4.125,19.375,28.362500000000004,1,Marketing,SEO Specialist,8.4,100.0,25.0,0.683,71.56,Average Performer
EMP0120,8,8,3,87.3125,3.5,22.125,29.15,2,Sales,Account Manager,6.1,100.0,37.5,0.759,74.21,Average Performer
EMP0121,9,8,4,80.5875,1.875,18.333333333333332,27.662499999999998,4,Finance,Accountant,7.4,88.89,50.0,0.663,67.85,Average Performer
EMP0122,8,7,5,74.0,3.142857142857143,19.375,26.728571428571428,3,Marketing,SEO Specialist,8.3,87.5,71.43,0.725,76.28,Average Performer
EMP0123,8,8,2,82.725,3.125,24.5,32.775,1,Sales,Account Manager,3.7,100.0,25.0,0.748,68.42,Average Performer
EMP0124,11,7,2,74.4,1.7142857142857142,19.0,16.085714285714285,1,Engineering,Senior Dev,5.4,63.64,28.57,1.181,50.87,Needs Improvement
EMP0125,5,5,3,76.98,3.4,16.6,27.060000000000002,1,Marketing,Content Writer,14.7,100.0,60.0,0.613,78.6,Average Performer
EMP0126,9,7,2,76.02857142857144,3.0,23.666666666666668,28.228571428571428,2,Marketing,Marketing Manager,8.7,77.78,28.57,0.838,60.0,Average Performer
EMP0127,11,10,4,81.64999999999999,2.8,21.181818181818183,23.59,5,Support,Support Lead,2.5,90.91,40.0,0.898,68.55,Average Performer
EMP0128,9,9,5,72.01111111111112,3.2222222222222223,19.11111111111111,28.633333333333333,4,Engineering,Senior Dev,6.0,100.0,55.56,0.667,75.74,Average Performer
EMP0129,4,3,1,78.46666666666667,2.0,24.0,24.2,1,HR,HR Manager,11.5,75.0,33.33,0.992,57.94,Needs Improvement
EMP0130,6,3,0,82.60000000000001,2.3333333333333335,19.333333333333332,18.966666666666665,1,Marketing,SEO Specialist,12.6,50.0,0.0,1.019,41.02,Needs Improvement
EMP0131,10,8,1,78.6,3.0,20.3,25.0375,3,Support,Customer Success,1.3,80.0,12.5,0.811,56.47,Needs Improvement
EMP0132,11,7,1,82.1,2.5714285714285716,19.272727272727273,31.599999999999998,2,Support,Support Agent,11.8,63.64,14.29,0.61,50.7,Needs Improvement
EMP0133,7,6,4,85.85000000000001,2.8333333333333335,23.714285714285715,23.01666666666667,2,Sales,Sales Rep,12.7,85.71,66.67,1.03,75.67,Average Performer
EMP0134,11,10,5,84.72,2.4,15.818181818181818,16.86,4,Sales,Sales Rep,7.4,90.91,50.0,0.938,70.96,Average Performer
EMP0135,14,13,7,82.95384615384616,3.769230769230769,21.214285714285715,26.307692307692307,6,Sales,Account Manager,10.6,92.86,53.85,0.806,76.55,Average Performer
EMP0136,11,9,3,80.03333333333333,2.888888888888889,26.636363636363637,35.400000000000006,3,Finance,Finance Manager,14.5,81.82,33.33,0.752,63.31,Average Performer
EMP0137,12,11,3,78.19090909090909,3.272727272727273,21.583333333333332,28.172727272727272,3,HR,HR Coordinator,8.9,91.67,27.27,0.766,65.72,Average Performer
EMP0138,11,10,4,76.81,2.5,24.363636363636363,28.870000000000005,5,Support,Support Lead,6.3,90.91,40.0,0.844,66.68,Average Performer
EMP0139,11,9,5,78.62222222222223,2.4444444444444446,20.09090909090909,18.22222222222222,3,Finance,Finance Manager,12.5,81.82,55.56,1.103,68.36,Average Performer
EMP0140,8,8,6,78.7,3.25,21.875,21.85,2,Support,Support Lead,12.8,100.0,75.0,1.001,82.99,High Performer
EMP0141,8,6,2,82.64999999999999,2.5,22.625,22.78333333333333,4,Finance,Analyst,5.5,75.0,33.33,0.993,60.28,Average Performer
EMP0142,8,7,5,74.77142857142857,2.857142857142857,28.0,25.599999999999998,3,Engineering,Tech Lead,9.9,87.5,71.43,1.094,75.58,Average Performer
EMP0143,11,10,4,81.03,3.0,21.181818181818183,22.669999999999998,2,Marketing,Content Writer,6.8,90.91,40.0,0.934,69.02,Average Performer
EMP0144,12,10,6,83.48,3.0,24.25,31.060000000000002,5,Support,Support Agent,6.8,83.33,60.0,0.781,72.86,Average Performer
EMP0145,8,6,0,76.28333333333335,3.0,22.5,25.216666666666665,4,Finance,Finance Manager,11.7,75.0,0.0,0.892,50.51,Needs Improvement
EMP0146,7,6,3,82.60000000000001,3.3333333333333335,23.0,29.3,3,Support,Customer Success,4.4,85.71,50.0,0.785,71.52,Average Performer
EMP0147,11,9,2,76.9111111111111,2.6666666666666665,15.909090909090908,24.15555555555556,5,HR,HR Manager,4.0,81.82,22.22,0.659,58.69,Needs Improvement
EMP0148,7,7,2,79.41428571428571,3.142857142857143,30.0,44.05714285714286,1,Finance,Finance Manager,6.0,100.0,28.57,0.681,68.88,Average Performer
EMP0149,11,9,5,80.74444444444444,2.2222222222222223,23.727272727272727,32.56666666666666,3,HR,HR Coordinator,7.6,81.82,55.56,0.729,68.12,Average Performer
EMP0150,12,12,6,75.81666666666668,3.0,17.75,23.958333333333332,5,HR,HR Manager,13.3,100.0,50.0,0.741,74.16,Average Performer
EMP0151,12,9,4,75.53333333333333,3.0,19.166666666666668,28.344444444444445,3,Engineering,Tech Lead,14.2,75.0,44.44,0.676,63.69,Average Performer
EMP0152,7,7,4,75.51428571428572,2.857142857142857,23.285714285714285,31.171428571428578,1,Support,Support Lead,7.6,100.0,57.14,0.747,75.82,Average Performer
EMP0153,11,11,5,81.80909090909091,2.8181818181818183,17.363636363636363,23.94545454545455,2,Support,Customer Success,7.6,100.0,45.45,0.725,73.45,Average Performer
EMP0154,9,9,2,80.01111111111112,2.4444444444444446,15.444444444444445,19.511111111111113,1,HR,HR Coordinator,6.4,100.0,22.22,0.792,65.0,Average Performer
EMP0155,8,8,4,75.1875,3.0,25.125,31.325000000000003,0,Support,Customer Success,5.9,100.0,50.0,0.802,74.04,Average Performer
EMP0156,8,6,2,82.03333333333335,2.8333333333333335,15.875,23.95,1,HR,HR Manager,15.0,75.0,33.33,0.663,61.16,Average Performer
EMP0157,14,13,3,78.69230769230771,2.6923076923076925,24.285714285714285,26.084615384615386,2,HR,Recruiter,7.1,92.86,23.08,0.931,63.24,Average Performer
EMP0158,8,8,3,88.2375,3.5,20.0,23.525,0,Sales,Sales Rep,11.0,100.0,37.5,0.85,74.4,Average Performer
EMP0159,8,7,3,81.95714285714287,2.5714285714285716,22.375,30.514285714285712,1,Support,Customer Success,14.3,87.5,42.86,0.733,67.59,Average Performer
EMP0160,11,9,7,84.64444444444445,3.0,17.181818181818183,19.666666666666668,2,Sales,Sales Lead,7.5,81.82,77.78,0.874,77.9,Average Performer
EMP0161,13,12,4,80.75000000000001,2.3333333333333335,21.0,26.125,3,Finance,Accountant,14.7,92.31,33.33,0.804,65.46,Average Performer
EMP0162,8,8,3,81.08749999999999,2.875,24.0,27.4375,4,Sales,Account Manager,3.1,100.0,37.5,0.875,71.09,Average Performer
EMP0163,9,7,1,87.72857142857141,2.5714285714285716,19.555555555555557,23.885714285714283,3,Sales,Account Manager,1.2,77.78,14.29,0.819,56.77,Needs Improvement
EMP0164,11,9,1,80.34444444444445,3.0,24.454545454545453,35.02222222222222,1,HR,Recruiter,14.2,81.82,11.11,0.698,57.04,Needs Improvement
EMP0165,10,7,3,66.47142857142856,2.857142857142857,14.9,21.571428571428577,4,Engineering,Tech Lead,4.6,70.0,42.86,0.691,59.22,Needs Improvement
EMP0166,6,6,2,80.25,2.0,19.5,26.899999999999995,2,HR,HR Coordinator,14.5,100.0,33.33,0.725,67.05,Average Performer
EMP0167,7,6,3,80.06666666666668,2.3333333333333335,18.0,24.400000000000002,3,Engineering,Junior Dev,6.3,85.71,50.0,0.738,68.01,Average Performer
EMP0168,6,6,4,85.66666666666667,3.6666666666666665,21.833333333333332,25.349999999999998,2,Support,Customer Success,1.3,100.0,66.67,0.861,83.13,High Performer
EMP0169,12,12,3,82.66666666666666,3.3333333333333335,21.583333333333332,27.325,1,HR,HR Coordinator,14.9,100.0,25.0,0.79,69.03,Average Performer
EMP0170,2,2,0,92.35,3.0,22.5,34.349999999999994,2,Marketing,Marketing Manager,9.1,100.0,0.0,0.655,62.47,Average Performer
EMP0171,10,7,4,76.27142857142857,3.5714285714285716,22.7,26.400000000000002,5,Finance,Accountant,7.0,70.0,57.14,0.86,67.61,Average Performer
EMP0172,13,12,4,82.16666666666667,3.6666666666666665,25.0,25.98333333333333,3,Finance,Accountant,4.9,92.31,33.33,0.962,69.74,Average Performer
EMP0173,5,5,4,73.88,3.0,22.8,29.560000000000002,0,Finance,Finance Manager,1.9,100.0,80.0,0.771,82.78,High Performer
EMP0174,7,6,2,81.85000000000001,1.8333333333333333,25.0,36.56666666666667,2,HR,Recruiter,1.7,85.71,33.33,0.684,61.87,Average Performer
EMP0175,4,4,2,83.9,3.75,22.5,21.6,0,Finance,Analyst,2.8,100.0,50.0,1.042,78.03,Average Performer
EMP0176,7,6,1,82.13333333333333,3.0,19.285714285714285,25.549999999999997,1,Support,Customer Success,7.3,85.71,16.67,0.755,60.43,Average Performer
EMP0177,6,6,5,74.41666666666667,2.8333333333333335,17.666666666666668,22.966666666666665,3,HR,Recruiter,4.6,100.0,83.33,0.769,83.38,High Performer
EMP0178,13,12,4,83.79166666666666,3.4166666666666665,21.53846153846154,29.466666666666665,3,Support,Support Agent,13.9,92.31,33.33,0.731,69.32,Average Performer
